recipe_id,num_nodes,pair_count,C_flavor,C_role,C_type,C_ratio,C_flavor_norm,C_role_norm,C_type_norm,C_ratio_norm,conflict_score,conflict_normalized
155,7,21,1.3292566254440814,0.0,0.6,0.0026470588235294524,0.06329793454495626,0.0,0.02857142857142857,0.0005294117647058904,0.02278384389838522,0.02278384389838522
156,4,6,0.08297084310253527,0.3,0.0,0.0,0.013828473850422546,0.028846153846153844,0.0,0.0,0.012748383806791358,0.012748383806791358
157,6,15,0.5329998888240459,0.7199952000191999,1.2,0.0,0.03553332592160306,0.06923030769415384,0.08,0.0,0.04805518293541781,0.04805518293541781
158,8,28,0.8105737515136477,0.11999880000240015,0.0,0.0,0.02894906255405885,0.011538346154076937,0.0,0.0,0.011261862615513468,0.011261862615513468
159,4,6,0.10992894959538713,0.0,0.0,0.04714285714285714,0.018321491599231188,0.0,0.0,0.009428571428571429,0.006806407563707456,0.006806407563707456
160,5,10,0.262972258597703,0.11999880000240015,0.0,0.0,0.0262972258597703,0.011538346154076937,0.0,0.0,0.010564010853858587,0.010564010853858587
161,6,15,0.969671970378859,0.0,0.0,0.020000000000000018,0.06464479802525727,0.0,0.0,0.0040000000000000036,0.01785389421717297,0.01785389421717297
162,4,6,0.029260962549813255,0.7199976000048,0.0,0.13000000000000003,0.004876827091635542,0.06923053846199999,0.0,0.026000000000000006,0.028619335064746197,0.028619335064746197
163,7,21,1.7046898709670886,0.11999880000240015,0.6,0.0,0.08117570814128994,0.011538346154076937,0.02857142857142857,0.0,0.03102075431140135,0.03102075431140135
164,4,6,0.1281744192888376,2.4,0.0,0.1,0.02136240321480627,0.23076923076923075,0.0,0.02,0.08270670529944293,0.08270670529944293
165,6,15,0.8090246322955168,0.0,0.6,0.0,0.05393497548636779,0.0,0.04,0.0,0.022614467233254682,0.022614467233254682
166,4,6,0.23868008327439183,0.7199976000048,0.0,0.045000000000000005,0.0397800138790653,0.06923053846199999,0.0,0.009000000000000001,0.03422543685091192,0.03422543685091192
167,3,3,0.008220700148448834,0.0,0.0,0.0,0.002740233382816278,0.0,0.0,0.0,0.000721114048109547,0.000721114048109547
168,4,6,0.28356051551929295,0.7199952000192004,0.0,0.058636363636363625,0.04726008591988216,0.06923030769415388,0.0,0.011727272727272725,0.036767966667022374,0.036767966667022374
169,4,6,0.6289362041134732,0.3,0.0,0.03500000000000003,0.10482270068557886,0.028846153846153844,0.0,0.007000000000000006,0.03816791718446407,0.03816791718446407
170,6,15,0.07743693973741267,0.7199988000011999,0.0,0.0,0.0051624626491608445,0.06923065384626921,0.0,0.0,0.023220854543337867,0.023220854543337867
171,4,6,0.1521857909857814,0.7199988000011999,0.0,0.0,0.025364298497630233,0.06923065384626921,0.0,0.0,0.02853712713504034,0.02853712713504034
